id,query,golden_document_id,is_match,top_hit_elser_1_url,top_hit_elser_1_score,top_hit_elser_2_url,top_hit_elser_2_score,top_hit_elser_3_url,top_hit_elser_3_score,top_hit_elser_4_url,top_hit_elser_4_score,top_hit_elser_5_url,top_hit_elser_5_score
22,"For calculating an unearned premium provision of a reinsured, should profit share commission payable by a reinsurer to a reinsured under a reinsurance contract be taken into account?",TD 92/122,True,TD 92/122,,TR 95/5,,TR 95/5,,TR 95/5,,TR 95/5,
20,does paragraph 140 of Taxation Ruling IT 2663 apply to someone who failed to include their earned portion of premiums attributable to unclosed business in their assessable income?,TD 92/119,True,TD 92/119,,TR 95/5,,TR 95/5,,TR 95/5,,PR 2020/3,
23,attributing GST payable on taxable supplies,GSTR 2000/29,True,GSTD 2004/4,,GSTR 2003/12,,CR 2013/32,,GSTR 2000/29,,GSTR 2000/29,
18,"under paragraph 78(1)(aaa), are political party membership subscription deductible?",TD 92/114,True,TD 92/114,,TR 1999/10,,TR 1999/10,,TR 2000/7,,TR 2000/7,
28,how are elections to be made by a controlled foreign company (CFC)?,TD 92/104,True,TD 92/104,,TD 92/104,,TD 2009/2,,TD 2022/9,,TD 92/104,
24,"under Family Law Act 1975, how would one transfer enterprise assets from property distributions?",GSTR 2003/6,True,GSTR 2003/6,,GSTR 2009/2,,GSTR 2004/6,,GSTR 2003/13,,TD 1999/56,
27,in what format should a declaration by a liquidator under section 160WA be made?,TD 92/102,True,TD 92/102,,TD 92/102,,TD 92/101,,TD 2000/52,,TR 94/30,
26,how may shareholders be notified of a liquidator's written declaration under section 160WA?,TD 92/101,True,TD 92/101,,TD 92/102,,TD 92/102,,TD 92/102,,TD 2000/52,
25,how does the margin scheme under Division 75 of GST Act 1999 apply to real property acquisitions after 1 July 2000?,GSTR 2006/8,True,GSTR 2006/8,,GSTR 2000/21,,GSTR 2000/21,,GSTR 2000/21,,GSTR 2009/1,
29,does a controlled foreign company (CFC) which conducts its business on a cyclical basis satisfy the active income test?,TD 92/109,True,TD 92/109,,TD 92/109,,TD 92/109,,TD 1999/37,,TR 2014/3,
31,are membership subscriptions to political parties deductible under paragraph 78(1)(aaa)?,TD 92/114,True,TD 92/114,,TR 2000/7,,TR 2000/7,,TR 1999/10,,TR 1999/10,
30,is an amount to be excluded from a trust's attributable income under sub-subparagraph 102AAU(1)(c)(i)(A) if the amount will be included in a beneficiary's assessable income under section 97 at a later point in time?,TD 92/112,True,TD 92/112,,TD 92/112,,TD 92/112,,TD 2017/24,,CR 2014/36,
35,is 'profit share' commission payable by a reinsurer to a reinsured under a reinsurance contract to be taken into account for the purposes of calculating an unearned premium provision of the reinsured?,TD 92/122,True,TD 92/122,,TR 95/5,,TR 95/5,,TR 95/5,,TR 95/5,
32,is the exemption in the former section 112B of the Income Tax Assessment Act 1936 restricted to foreign income derived by overseas branches of Australian resident life assurance companies?,TD 92/117,True,TD 92/117,,TD 92/121,,TD 93/8,,TD 92/121,,TR 92/7,
37,transfers of enterprise assets as a result of property distributions under the Family Law Act 1975 or in similar circumstances.,GSTR 2003/6,True,GSTR 2003/6,,GSTR 2003/13,,GSTR 2009/2,,GSTR 2004/6,,TR 2014/5,
38,the margin scheme for supplies of real property acquired on or after 1 July 2000,GSTR 2006/8,True,GSTR 2006/8,,GSTIICC2,,GSTR 2006/7,,GSTR 2006/8,,GSTR 2006/7,
33,does paragraph 140 of Taxation Ruling IT 2663 apply to general insurers who have omitted to include in assessable income the earned portion of premiums attributable to unclosed business?,TD 92/119,True,TD 92/119,,TR 95/5,,TR 95/5,,TR 95/5,,TD 2004/77,
34,is the foreign income of an Australian resident life assurance company exempt from Australian income tax if it is remitted to Australia in a year of income after the year of income in which it is derived?,TD 92/121,True,TD 92/121,,TD 92/117,,TR 92/7,,TD 92/187,,TD 92/121,
39,"How does the ATO determine whether a payment from a government fund, established to support individuals affected by industry reforms, is considered ordinary income and assessable under section 6-5 of the ITAA 1997?",CR 2017/15,False,CR 2003/25,,CR 2005/19,,CR 2003/35,,CR 2003/5,,TD 2006/22,
36,"attributing GST payable, input tax credits and adjustments and particular attribution rules made under section 29-25",GSTR 2000/29,True,GSTR 2000/29,,GSTR 2000/12,,GSTR 2000/32,,GSTR 2000/29,,GSTR 2000/35,
41,"How does the ATO assess the character of a payment from a government fund, and what factors are considered in determining whether it is ordinary income?",CR 2017/15,False,CR 2004/11,,CR 2004/23,,TR 1999/17,,CR 2017/23,,CR 2004/26,
44,I'm not sure if the payment I received is considered a one-off payment or if it's related to my business income. Can you help me understand how it will be treated for tax purposes?,CR 2017/15,False,TR 1999/10,,CR 2016/7,,TR 1999/17,,TR 1999/9,,TR 2002/8,
45,"How does the ATO view the tax implications of a home loan offset arrangement where the interest rate on the offset account is recalculated to match the home loan interest rate, resulting in a notional bonus interest that is used to offset the home loan interest?",PR 2014/10,True,PR 2014/10,,PR 2014/10,,PR 2020/8,,PR 2014/10,,TD 2012/1,
42,I received a payment from a government fund to help me because my taxi business was affected by recent changes in the industry. Do I have to pay tax on this payment?,CR 2017/15,True,CR 2017/15,,CR 2019/17,,CR 2017/15,,CR 2019/17,,CR 2017/15,
48,I have a savings account with a bank that offers a special deal where I can use my savings to reduce the interest on my home loan. Will I have to pay tax on the extra interest I save?,PR 2014/10,True,TD 2012/1,,PR 2014/10,,PR 2020/8,,TR 97/11,,TR 98/22,
46,Can you clarify the ATO's position on whether the notional bonus interest in a home loan offset arrangement is considered assessable income under section 6-5 of the ITAA 1997?,PR 2014/10,True,PR 2013/22,,PR 2014/10,,PR 2020/8,,PR 2014/7,,PR 2015/2,
40,"In what circumstances would a lump sum payment from a government fund be considered income, rather than capital, in the hands of the recipient?",CR 2017/15,True,CR 2017/15,,PR 2013/1,,CR 2017/15,,CR 2017/15,,TR 2006/3,
50,"I'm thinking of opening a savings account that offers a bonus interest rate if I also take out a home loan with the same bank. Will I have to pay tax on the bonus interest, and are there any other tax implications I should be aware of?",PR 2014/10,True,PR 2014/10,,PR 2014/10,,TD 2012/1,,TR 98/22,,PR 2020/8,
52,How does the concept of dispositive power impact the classification of demonstration computers as trading stock for the purposes of section 70-10 of the Income Tax Assessment Act 1997?,TD 95/48,True,TD 95/48,,TD 95/48,,TD 95/48,,TR 98/7,,TR 97/9,
54,"If I lend out computers to people who might want to buy them, but they haven't made a decision yet, are those computers still considered part of my business stock?",TD 95/48,True,TD 95/48,,TR 93/20,,GSTR 2006/3,,TR 93/20,,GSTR 2006/3,
43,"How does the government decide whether a payment like this is considered income, and do I have to include it in my tax return?",CR 2017/15,False,TD 2006/22,,TR 1999/10,,CR 2016/7,,TR 2006/3,,TR 2006/3,
51,"Does a wholesaler retain dispositive power over demonstration computers lent to prospective purchasers or retailers for display purposes, where the wholesaler retains ownership and the items are not on consignment?",TD 95/48,True,TD 95/48,,TD 95/48,,TD 95/48,,GSTR 2000/8,,GSTR 2000/8,
53,Can demonstration computers lent to prospective purchasers or retailers be considered trading stock on hand at the end of the income tax year if the wholesaler has not entered into a contract of sale or consignment?,TD 95/48,True,TD 95/48,,TR 95/7,,TD 95/48,,TR 93/20,,TD 95/48,
55,"If I lend computers to retailers just for them to show in their stores, are those computers still considered part of my business stock at the end of the financial year?",TD 95/48,True,TD 95/48,,TR 93/20,,GSTR 2006/3,,TR 93/20,,GSTR 2006/3,
59,"Can you clarify the GST treatment of chattels included in the sale of new residential premises, specifically whether they should be treated as a separate supply from the real property?",GSTA TPP 013,True,GSTA TPP 013,,GSTR 2003/3,,GSTR 2003/3,,GSTR 2000/21,,GSTR 2003/3,
58,"In a transaction involving the sale of new residential premises with chattels, how should the supplier distinguish between the real property element and the chattels element for GST purposes?",GSTA TPP 013,True,GSTA TPP 013,,GSTR 2003/3,,GSTA TPP 013,,GSTR 2012/5,,GSTR 2003/3,
60,"If I buy a new house that comes with some furniture and appliances, do I have to pay GST on the whole price, or can the seller split it up somehow?",GSTA TPP 013,True,GSTA TPP 013,,GSTR 2003/3,,GSTR 2000/12,,GSTR 2003/3,,GSTR 2004/6,
57,"How should a supplier calculate the margin when selling new residential premises with chattels included, such as a furniture package and a moveable dishwasher, under the margin scheme?",GSTA TPP 013,True,GSTA TPP 013,,GSTR 2009/2,,GSTR 2006/7,,GSTR 2008/3,,GSTR 2009/2,
47,"How does the ATO determine whether a home loan offset arrangement is subject to the anti-avoidance provisions in Part IVA of the ITAA 1936, particularly in relation to the dominant purpose of the arrangement?",PR 2014/10,False,PR 2007/30,,PR 2017/3,,PR 2015/3,,PR 2018/14,,PR 2020/4,
61,I'm buying a new apartment that includes some extras like a dishwasher and a furniture package. How does the GST work on those extras - are they included in the price of the apartment or separate?,GSTA TPP 013,True,GSTA TPP 013,,GSTR 2012/3,,GSTR 2003/3,,GSTR 2003/16,,PR 2019/7,
62,"If I purchase a new home that comes with some movable items like a fridge and a washing machine, do I pay GST on those items separately or as part of the overall price of the house?",GSTA TPP 013,False,GSTR 2000/8,,CR 2013/14,,GSTR 2003/3,,TR 98/5,,GSTR 2001/8,
63,How does the share value shifting arrangement apply when the total increase in market value of shares that increase in value equals the total decrease in market value of post-CGT shares that decrease in value for each shareholder?,TD 2002/2,True,TD 2002/2,,TD 2002/2,,TD 2002/2,,TD 2002/2,,TD 2002/2,
64,"Can you clarify the adjustments required to cost bases, indexed cost bases, and reduced cost bases of shares when a share value shift is 'neutral' for each shareholder in a company?",TD 2002/2,True,TD 2002/2,,TD 2002/2,,TD 95/28,,CR 2011/21,,TD 2002/2,
49,"If I have a home loan with a bank and I also have a savings account with the same bank, can I use my savings to reduce my home loan interest without having to pay tax on the savings?",PR 2014/10,True,PR 2014/10,,TD 2012/1,,PR 2020/8,,PR 2014/10,,TR 97/11,
65,How does Division 19B of Part IIIA of the Income Tax Assessment Act 1936 apply to each shareholder when value is shifted under an arrangement only involving the shares of that shareholder?,TD 2002/2,True,TD 2002/2,,TR 94/30,,TD 2002/2,,TR 94/30,,TR 94/30,
66,"If I own shares in a company and the company issues new shares at a discount, how does this affect the value of my original shares and the new shares I receive?",TD 2002/2,True,TD 2002/2,,TR 2008/5,,TD 2002/2,,CR 2007/39,,TD 2000/3,
67,"What happens to the value of my shares if the company issues new shares to other shareholders, and the total value of the shares doesn't change for each shareholder?",TD 2002/2,True,TD 2002/2,,TD 2002/2,,TD 2000/10,,TD 2002/2,,TD 2014/1,
69,"How does the attribution of income to an investor from a fund relate to their portfolio structure, and what are the tax implications of changing this structure?",PR 2018/4,True,PR 2021/3,,PR 2018/4,,PR 2015/4,,PR 2018/4,,PR 2015/4,
68,"If I have shares that increase in value and shares that decrease in value, but the total value of my shares stays the same, do I need to pay capital gains tax on the shares that increased in value?",TD 2002/2,True,TD 2002/2,,TD 2002/2,,TR 2005/23,,TD 2002/2,,TR 2005/23,
70,"Can you clarify how the cost base and reduced cost base of a unit in a fund are affected when an investor makes an additional investment, and what sections of the ITAA 1997 are relevant to this scenario?",PR 2018/4,True,PR 2012/7,,PR 2012/7,,PR 2018/4,,PR 2021/3,,PR 2015/4,
71,"In the event of a partial withdrawal of an investment in a unit, how is the AMIT cost base reduction amount calculated, and what are the potential capital gains tax implications for the investor?",PR 2018/4,True,PR 2018/4,,PR 2015/4,,PR 2021/3,,PR 2021/3,,PR 2018/4,
74,"If I withdraw some of the money from my investment in a fund, how will this affect the value of my investment, and are there any tax implications I should be aware of?",PR 2018/4,True,PR 2012/7,,PR 2018/4,,PR 2015/4,,PR 2021/3,,PR 2015/4,
72,"If I change the way my investment is structured within a fund, will I have to pay capital gains tax, and are there any other tax implications I should be aware of?",PR 2018/4,True,PR 2021/3,,PR 2018/4,,PR 2018/4,,PR 2021/3,,TD 2020/7,
73,"If I put more money into my existing investment in a fund, how will this affect the value of my investment, and are there any tax implications I should consider?",PR 2018/4,True,PR 2015/4,,PR 2012/7,,TR 97/11,,PR 2018/4,,PR 2012/7,
56,"If someone has borrowed a computer from me and decides to buy it, at what point does it stop being considered part of my business stock?",TD 95/48,False,TR 93/20,,TR 93/20,,TR 93/20,,TR 93/20,,TR 93/20,
76,"How does the provision of schooling to a child in exchange for a prepayment of school fees affect the characterization of the payment as a gift, and what is the relevance of subsection 78A(2) of the ITAA 1936 in this regard?",TD 2004/7,True,TD 2004/7,,TD 2004/7,,TD 2004/7,,TR 2005/13,,TD 2004/7,
79,"Does it make a difference if the school gives me a discount on the fees because I paid them early, and can I still claim a tax deduction in that case?",TD 2004/7,True,TD 2004/6,,TD 2004/7,,TD 2004/5,,TD 2004/7,,TD 2004/5,
77,"In what circumstances would a prepayment of school fees be considered to provide an advantage of a material nature to the Responsible Parent, and how would this impact the deductibility of the payment under Division 30 of the ITAA 1997?",TD 2004/7,True,TD 2004/7,,TD 2004/5,,TD 2004/5,,TD 2004/7,,TD 2004/5,
80,"If I pay my child's school fees in advance and the school doesn't end up using the money for fees, can I get a refund and still claim a tax deduction for the original payment?",TD 2004/7,True,TD 2004/7,,TD 2004/7,,TD 2004/5,,TD 2004/6,,TD 2004/7,
78,"If I pay my child's school fees in advance, can I claim a tax deduction for the payment if the school puts the money into a special building fund?",TD 2004/7,True,TD 2004/7,,TD 2004/7,,TR 2005/13,,TR 2013/2,,TD 2004/7,
75,"Can a prepayment of school fees be considered a deductible gift to a school-building fund if it is held on deposit in or otherwise applied to the fund, and what are the implications of subsection 30-15(1) of the ITAA 1997 in this context?",TD 2004/7,True,TD 2004/7,,TD 2004/7,,TD 2004/7,,TR 2013/2,,TR 2013/2,
81,"Does the creation of a new class of shares with specific characteristics, such as a right to receive a dividend distribution at the discretion of the target company's director, no voting rights, and a right by the target company to redeem the shares within four years, constitute a scheme 'by way of or in the nature of dividend stripping' within the meaning of section 177E of Part IVA?",TD 2014/1,True,TD 2014/1,,TD 2014/1,,TD 2014/1,,TD 2014/1,,TD 2014/1,
82,"Can the Commissioner consider an arrangement that includes all the elements described in paragraph 4 of this Determination to be a scheme 'by way of or in the nature of dividend stripping' within the meaning of section 177E, even if the arrangement does not satisfy all the characteristics of a standard dividend stripping scheme?",TD 2014/1,True,TD 2014/1,,TD 2014/1,,TD 2014/1,,TD 2014/1,,CR 2009/22,
83,"How does the Commissioner determine whether there is an objective purpose of tax avoidance in respect of a scheme, and what evidence is required to support an assertion of a non-tax purpose?",TD 2014/1,True,TD 2014/1,,TD 2014/1,,TR 94/14,,TR 94/14,,TD 2014/1,
84,"If a private company has accumulated profits and wants to distribute them to its shareholders without paying tax, can it issue new shares to another company or trust and pay a dividend on those shares to avoid tax?",TD 2014/1,True,TD 2014/1,,TD 2014/1,,TD 2014/1,,TD 2022/7,,CR 2018/6,
85,Is it possible for a company to create a new class of shares that can be redeemed within four years and use this to distribute profits to shareholders in a tax-free or substantially tax-free form?,TD 2014/1,True,TD 2014/1,,TD 2014/1,,TD 2014/1,,TD 2014/1,,TD 2014/1,
88,"How does the Commissioner determine the values of goods taken from trading stock for private use, and what data sources are used to support these values?",TD 2022/15,True,TD 2022/15,,TD 2018/10,,TD 2019/2,,TD 2020/1,,TD 2021/8,
87,What is the acceptable method for determining the value of goods taken from trading stock for private use in industries that are not included in the Schedule?,TD 2022/15,True,TD 2018/10,,TD 2021/8,,TD 2020/1,,TD 2022/15,,TD 2021/1,
86,"Can the Australian Taxation Office (ATO) consider a scheme that involves the creation of new companies and trusts, and the issue of new shares, to be a tax avoidance scheme if it is designed to distribute company profits to shareholders in a tax-free or substantially tax-free form?",TD 2014/1,False,CR 2018/29,,TR 2017/4,,TD 2019/13,,CR 2021/31,,CR 2021/38,
91,Are there any rules about how much I can take from my business stock for personal use without having to pay tax on it?,TD 2022/15,False,PR 2008/1,,PR 2010/28,,PR 2008/5,,TD 2014/26,,TR 2022/3,
90,"If I take some items from my business stock for personal use, how do I work out how much they're worth for tax purposes?",TD 2022/15,True,TR 2008/5,,TD 2021/8,,TD 2021/1,,TD 2022/15,,TD 2018/10,
89,"Can a taxpayer use a lower value for goods taken from stock than that shown in the Schedule, and if so, what documentation is required to support this value?",TD 2022/15,True,TD 2021/8,,TD 2022/15,,TD 2021/1,,TD 2018/10,,TD 2020/1,
92,"Can I use my own records to show how much I took from my business stock for personal use, or do I have to use a specific method?",TD 2022/15,False,GSTR 2006/4,,TD 93/125,,TR 97/11,,TR 96/7,,CR 2012/31,
93,"How does the ATO determine the taxable value of a fringe benefit provided to an Australian resident employee through the acquisition of units in a fund at a discount, where the units are not identical to the underlying shares held in the fund?",CR 2004/6,False,CR 2004/4,,CR 2004/4,,CR 2004/3,,CR 2004/1,,CR 2004/4,
95,"How does the ATO treat the payment made by an Australian resident unit holder to acquire additional shares funded by a swap transaction payment, for the purposes of determining the cost base or reduced cost base of those shares?",CR 2004/6,True,CR 2004/6,,CR 2004/5,,CR 2004/3,,CR 2004/6,,CR 2019/28,
96,"If I buy shares through a special employee share plan, do I have to pay tax on the shares when I get them, or only when I sell them?",CR 2004/6,False,CR 2021/38,,CR 2022/4,,CR 2001/28,,CR 2020/3,,CR 2001/23,
94,"In what circumstances will a capital gain or loss arise for an Australian resident unit holder who redeems units in a fund for cash or shares, and how is the cost base or reduced cost base of the units determined?",CR 2004/6,False,CR 2004/5,,CR 2004/3,,CR 2019/29,,CR 2004/4,,CR 2004/1,
99,"How would the Commissioner treat a profit from the sale of land acquired for development and subdivision purposes, where the development and subdivision did not proceed, in terms of assessable income under the Income Tax Assessment Act 1936?",TD 92/126,True,TD 92/126,,TD 92/127,,TD 92/128,,TD 92/127,,TD 92/126,
97,"What happens to the dividends on the shares in the plan - do I get to keep them, or does someone else get them?",CR 2004/6,False,CR 2008/41,,CR 2007/39,,CR 2008/41,,CR 2022/38,,CR 2011/19,
101,"What costs associated with the acquisition and holding of land would be deductible in calculating the profit on sale, where the land was initially acquired for development and subdivision purposes but ultimately sold without development proceeding?",TD 92/126,True,TD 92/126,,TD 92/127,,TD 92/128,,TD 92/132,,CR 2013/29,
98,"If I decide to take cash instead of shares when the plan matures, will I have to pay tax on the cash, and how will it be calculated?",CR 2004/6,False,CR 2015/6,,TD 2003/32,,TR 2009/3,,TR 2005/23,,CR 2001/28,
102,"If I buy a block of land to build and sell houses, but the market changes and I end up selling the land without building anything, do I have to pay tax on the profit I make from the sale?",TD 92/126,True,TD 92/126,,TD 2000/13,,TD 2000/14,,TD 92/127,,TD 92/128,
104,"How do I work out how much tax I owe if I sell a block of land that I bought to develop, but never actually developed it?",TD 92/126,True,TD 92/127,,TD 92/126,,TD 2000/14,,TR 2001/14,,TD 93/184,
106,"How does the concept of derivation of income, as discussed in Tilley v Official Receiver in Bankruptcy, impact the deductibility of legal expenses incurred in recovering wages paid by a dishonoured cheque?",TD 93/29,True,TD 93/29,,TD 93/29,,TR 2012/8,,TD 92/201,,TD 92/201,
103,"If I was planning to develop some land but couldn't get the money to do it, and then I sold the land years later, would the profit from the sale be considered income?",TD 92/126,True,TD 92/126,,TD 92/128,,TD 92/127,,TD 92/127,,TD 97/1,
108,"If my employer pays me with a cheque that bounces, and I have to hire a lawyer to get my wages, can I claim the lawyer's fees on my tax return?",TD 93/29,True,CR 2015/19,,TD 93/29,,CR 2012/31,,TD 93/29,,CR 2015/19,
111,"Can the provision of accommodation on a floating structure be considered 'residential accommodation' for the purposes of the fly-in fly-out transport exemption, assuming all other conditions are met?",TD 95/49,True,TD 95/49,,GSTR 2012/5,,GSTR 2012/5,,TD 92/158,,GSTR 2003/7,
100,"In the event that a business of trading in land was not commenced, would the land be treated as trading stock for income tax purposes, and what implications would this have on the calculation of profit on sale?",TD 92/126,True,TD 92/124,,TD 92/128,,TD 92/126,,TD 92/127,,TD 92/128,
110,How do I work out how much of my legal costs I can claim on my tax return if my lawyer's bill doesn't break down the costs for each part of the case?,TD 93/29,False,TR 97/6,,TR 2012/8,,TR 93/11,,TR 95/9,,TD 93/29,
109,"If I'm suing my employer for unpaid wages and also for damages for being fired unfairly, can I claim all my legal costs on my tax return, or just some of them?",TD 93/29,True,TD 93/29,,TR 2012/8,,TD 93/29,,TD 93/29,,TR 2012/8,
112,"How does the ATO define 'at or near the employee's usual place of employment' in the context of the fly-in fly-out transport exemption, particularly for employees working on remote construction sites?",TD 95/49,False,CR 2017/18,,CR 2021/12,,TD 94/96,,CR 2017/18,,CR 2022/28,
113,Are there any specific requirements or documentation needed to support the exemption for fly-in fly-out transport when the residential accommodation is provided on a ship or vessel?,TD 95/49,False,GSTR 2012/5,,CR 2017/18,,GSTR 2005/2,,CR 2017/18,,TD 95/49,
115,"I work on a construction site on an island and my employer accommodates me on a ship. If they fly me to and from my home during my time off, is that considered a taxable benefit?",TD 95/49,True,TD 95/49,,TR 95/22,,TD 94/96,,TR 95/19,,CR 2021/17,
116,"Does my employer have to pay fringe benefits tax if they provide me with a place to stay on a ship and also fly me home periodically, as long as I'm working in a remote area?",TD 95/49,True,TD 95/49,,TD 94/14,,TR 95/12,,CR 2017/18,,TD 2020/8,
117,What are the tax implications for Australian resident shareholders and option holders who participate in a scheme where they exchange their shares and/or options in an Australian company for shares and/or options in a UK-based company?,CR 2020/28,True,CR 2020/28,,CR 2020/28,,CR 2020/28,,TD 2010/12,,CR 2021/13,
118,How does the scrip for scrip rollover apply to shareholders and option holders who make a capital gain from the disposal of their shares and/or options in the Australian company?,CR 2020/28,True,CR 2020/28,,CR 2020/28,,CR 2022/29,,CR 2022/16,,CR 2023/9,
120,I'm an Australian resident who owns shares in an Australian company that's being taken over by a UK-based company. What happens to my shares and what are the tax implications for me?,CR 2020/28,True,CR 2020/28,,CR 2022/21,,TR 2010/4,,CR 2021/32,,CR 2008/26,
105,"Can legal expenses incurred by an employee in recovering wages paid by a dishonoured cheque be considered an allowable deduction under the Income Tax Assessment Act 1997, and if so, what conditions must be met?",TD 93/29,True,TD 93/29,,TR 2012/8,,TD 93/29,,TD 92/201,,TR 2020/1,
121,I have options in an Australian company that are being cancelled and replaced with new options in a UK-based company. How does this affect my tax situation?,CR 2020/28,True,CR 2007/1,,CR 2021/13,,CR 2020/28,,CR 2021/13,,CR 2009/24,
119,"What are the conditions that must be met for a shareholder or option holder to be eligible to choose scrip for scrip rollover, and what are the consequences if the rollover is not chosen or cannot be chosen?",CR 2020/28,True,CR 2020/28,,CR 2020/28,,CR 2020/28,,CR 2020/28,,CR 2014/24,
123,"What is the process for determining the effective life of a depreciating asset, and how does the Commissioner consider various factors such as physical life, manufacturing specifications, and industry standards?",TR 2021/3,True,TR 2021/3,,TR 2019/5,,TR 2022/1,,TR 2020/3,,TR 2018/4,
122,"Can I delay paying tax on any capital gain I make from the takeover, and if so, how do I do it?",CR 2020/28,False,TD 1999/67,,CR 2021/40,,TR 93/39,,CR 2022/9,,TD 2020/7,
125,"Can you provide guidance on how to use Tables A and B to determine the effective life of a depreciating asset, and what are the key differences between the two tables?",TR 2021/3,True,TR 2021/3,,TR 2022/1,,TR 2018/4,,TR 2019/5,,TR 2020/3,
126,I'm not sure how long I can claim depreciation on my business assets. Can you explain how the effective life of an asset is determined and how it affects my tax return?,TR 2021/3,False,TR 2019/5,,TR 2020/3,,TR 2022/1,,TR 2018/4,,TR 2021/3,
124,"How does the Commissioner's determination of effective life apply to assets used in different industries, and what are the implications for taxpayers who use assets in multiple industries?",TR 2021/3,True,TR 2021/3,,TR 2021/3,,TR 2022/1,,TR 2022/1,,TR 2019/5,
128,I'm planning to start a new business and I'm not sure what assets I can depreciate. Can you explain what types of assets are eligible for depreciation and how to determine their effective life?,TR 2021/3,False,TR 2019/5,,TR 2020/3,,TR 2022/1,,TR 2018/4,,TR 2021/3,
107,"In cases where legal action goes beyond a claim for revenue items such as wages and constitutes an action for breach of contract, how should the deductibility of legal expenses be determined?",TD 93/29,True,TD 93/29,,TR 2012/8,,TD 93/29,,TR 1999/10,,TR 2012/8,
114,"If my employer puts me up on a boat near my workplace and then flies me home for my days off, do they have to pay extra taxes on those flights?",TD 95/49,True,TD 95/49,,TR 96/16,,TR 2021/1,,TR 95/15,,TR 2021/1,
